Battle,Position,Enemy,Lvl,HP,XP,GP,Atk Mult,Hit%,Atk,Def Mult,Eva%,Def,MDef Mult,MEv%,MDef,Min Spd,Max Spd,Spell Power,Values set/checked by script ->,Script value 2,Script Value 3,Script Value 4
darkimp,lugae_slot,Dark Imp,25,6315,8674,3667,6,99,86,1,50,1,0,0,0,27,27,,,,,
darkimp,magus_slot,Dark Imp,16,3000,3000,3000,5,80,60,1,45,2,3,60,11,7,7,,,,,
darkimp,milon_slot,Dark Imp,15,927,1267,1100,1,75,19,1,35,2,0,0,0,8,8,,,,,
darkimp,milonz_slot,Dark Imp,15,1000,1334,1000,3,99,44,1,60,1,6,40,22,9,9,,,,,
darkimp,mirrorcecil_slot,Dark Imp,17,334,0,0,3,99,46,0,0,0,3,60,11,5,5,,,,,
darkimp,mombomb_slot,Dark Imp,15,417,1454,585,3,80,30,0,0,0,1,40,9,7,7,,,,,
darkimp,octomamm_slot,Dark Imp,10,784,400,167,2,99,22,0,0,0,6,60,25,31,31,,,,,
darkimp,odin_slot,Dark Imp,53,6834,6000,0,9,85,116,2,90,3,7,50,32,43,46,,,,,
darkimp,officer_slot,Dark Imp,11,101,294,82,3,75,26,1,65,2,2,60,12,2,4,,,,,
darkimp,ogopogo_slot,Dark Imp,62,12334,20367,0,11,99,150,4,55,4,9,50,40,38,38,,,,,
darkimp,paledim_slot,Dark Imp,98,9100,19667,0,11,85,144,5,40,5,10,50,48,40,43,,,,,
darkimp,plague_slot,Dark Imp,96,9334,10400,184,11,90,146,4,50,5,7,50,32,29,32,,,,,
darkimp,rubicant_slot,Dark Imp,50,8400,8334,2334,7,80,88,1,90,1,8,80,37,38,38,,,,,
darkimp,valvalis_slot,Dark Imp,36,2000,3167,1834,5,99,70,0,0,0,3,40,12,18,18,,,,,
darkimp,wyvern_slot,Dark Imp,99,8334,21434,0,12,90,160,4,80,5,10,50,52,43,46,,,,,
dlunar,antlion_slot,D. Lunar,2,500,750,400,2,85,11,0,0,2,2,60,8,5,5,1,,,,
dlunar,asura_slot,D. Lunar,63,11500,10000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
dlunar,bahamut_slot,D. Lunar,47,18500,17500,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
dlunar,baigan_slot,D. Lunar,9,2100,2410,1500,4,99,52,0,0,0,3,60,11,8,8,9,,,,
dlunar,calbrena_slot,D. Lunar,47,4262,10500,4000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
dlunar,cpu_slot,D. Lunar,48,12000,75000,5166,13,99,174,4,45,4,8,50,38,38,38,127,,,,
dlunar,darkelf_slot,D. Lunar,19,2500,3500,4500,4,99,54,0,0,3,99,99,254,11,11,15,,,,
dlunar,darkimp_slot,D. Lunar,16,299,2910,67,5,70,56,0,0,0,0,0,0,18,21,6,,,,
dlunar,dlunar_slot,D. Lunar,99,21000,50000,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
dlunar,dmist_slot,D. Lunar,10,233,350,100,2,90,16,0,0,5,7,80,31,5,5,10,,,,
dlunar,elements_slot,D. Lunar,79,52000,51250,10000,10,80,128,2,35,3,3,60,4,89,89,15,,,,
dlunar,evilwall_slot,D. Lunar,37,9500,11500,4000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
dlunar,fabulgauntlet_slot,D. Lunar,15,940,2795,712,3,90,36,2,20,2,3,60,11,6,9,6,,,,
dlunar,golbez_slot,D. Lunar,31,1501,10000,5500,5,99,68,0,0,0,0,0,0,27,27,1,,,,
dlunar,guard_slot,D. Lunar,18,200,720,500,3,99,46,1,90,1,3,40,14,11,14,26,,,,
dlunar,kainazzo_slot,D. Lunar,16,2000,2750,2000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
dlunar,karate_slot,D. Lunar,31,2000,0,0,6,99,86,0,0,0,0,0,0,4,7,12,,,,
dlunar,kingqueen_slot,D. Lunar,15,3000,0,0,9,85,116,0,0,0,0,0,0,53,53,6,,,,
dlunar,leviatan_slot,D. Lunar,79,17500,14000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
dlunar,lugae_slot,D. Lunar,25,9472,13010,5500,6,99,86,1,50,1,0,0,0,27,27,7,,,,
dlunar,magus_slot,D. Lunar,16,4500,4500,4500,5,80,60,1,45,2,3,60,11,7,7,11,,,,
dlunar,milon_slot,D. Lunar,15,1390,1900,1650,1,75,19,1,35,2,0,0,0,8,8,14,,,,
dlunar,milonz_slot,D. Lunar,15,1500,2000,1500,3,99,44,1,60,1,6,40,22,9,9,31,,,,
dlunar,mirrorcecil_slot,D. Lunar,17,500,0,0,3,99,46,0,0,0,3,60,11,5,5,7,,,,
dlunar,mombomb_slot,D. Lunar,15,625,2180,877,3,80,30,0,0,0,1,40,9,7,7,5,,,,
dlunar,octomamm_slot,D. Lunar,10,1175,600,250,2,99,22,0,0,0,6,60,25,31,31,4,,,,
dlunar,odin_slot,D. Lunar,53,10250,9000,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
dlunar,officer_slot,D. Lunar,11,151,440,122,3,75,26,1,65,2,2,60,12,2,4,4,,,,
dlunar,ogopogo_slot,D. Lunar,62,18500,30550,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
dlunar,paledim_slot,D. Lunar,98,13650,29500,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
dlunar,plague_slot,D. Lunar,96,14000,15600,275,11,90,146,4,50,5,7,50,32,29,32,35,,,,
dlunar,rubicant_slot,D. Lunar,50,12600,12500,3500,7,80,88,1,90,1,8,80,37,38,38,16,,,,
dlunar,valvalis_slot,D. Lunar,36,3000,4750,2750,5,99,70,0,0,0,3,40,12,18,18,63,,,,
dlunar,wyvern_slot,D. Lunar,99,12500,32150,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
dmist,antlion_slot,D.Mist,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,2,,,,
dmist,asura_slot,D.Mist,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
dmist,bahamut_slot,D.Mist,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
dmist,baigan_slot,D.Mist,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
dmist,calbrena_slot,D.Mist,47,8524,21000,8000,7,99,96,0,0,2,6,60,25,11,11,41,,,,
dmist,cpu_slot,D.Mist,48,24000,150000,10333,13,99,174,0,0,4,8,50,38,38,38,127,,,,
dmist,darkelf_slot,D.Mist,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
dmist,darkimp_slot,D.Mist,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,16,,,,
dmist,dlunar_slot,D.Mist,99,42000,100000,0,11,85,144,0,0,4,10,80,54,30,30,36,,,,
dmist,dmist_slot,D.Mist,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
dmist,elements_slot,D.Mist,79,65000,102500,20000,10,80,128,0,0,3,3,60,4,89,89,15,,,,
dmist,evilwall_slot,D.Mist,37,19000,23000,8000,6,90,84,0,0,2,7,80,29,66,66,79,,,,
dmist,fabulgauntlet_slot,D.Mist,15,1880,5590,1425,3,90,36,0,0,2,3,60,11,6,9,15,,,,
dmist,golbez_slot,D.Mist,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
dmist,guard_slot,D.Mist,18,400,1440,1000,3,99,46,0,0,1,3,40,14,11,14,26,,,,
dmist,kainazzo_slot,D.Mist,16,4000,5500,4000,3,99,44,0,0,2,10,50,48,15,15,29,,,,
dmist,karate_slot,D.Mist,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,31,,,,
dmist,kingqueen_slot,D.Mist,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,15,,,,
dmist,leviatan_slot,D.Mist,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
dmist,lugae_slot,D.Mist,25,18943,26020,11000,6,99,86,0,0,1,0,0,0,27,27,7,,,,
dmist,magus_slot,D.Mist,16,9000,9000,9000,5,80,60,0,0,2,3,60,11,7,7,11,,,,
dmist,milon_slot,D.Mist,15,2780,3800,3300,1,75,19,0,0,2,0,0,0,8,8,14,,,,
dmist,milonz_slot,D.Mist,15,3000,4000,3000,3,99,44,0,0,1,6,40,22,9,9,31,,,,
dmist,mirrorcecil_slot,D.Mist,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,17,,,,
dmist,mombomb_slot,D.Mist,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
dmist,octomamm_slot,D.Mist,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,10,,,,
dmist,odin_slot,D.Mist,53,20500,18000,0,9,85,116,0,0,3,7,50,32,43,46,95,,,,
dmist,officer_slot,D.Mist,11,302,880,245,3,75,26,0,0,2,2,60,12,2,4,11,,,,
dmist,ogopogo_slot,D.Mist,62,37000,61100,0,11,99,150,0,0,4,9,50,40,38,38,127,,,,
dmist,paledim_slot,D.Mist,98,27300,59000,0,11,85,144,0,0,5,10,50,48,40,43,31,,,,
dmist,plague_slot,D.Mist,96,28000,31200,550,11,90,146,0,0,5,7,50,32,29,32,96,,,,
dmist,rubicant_slot,D.Mist,50,25200,25000,7000,7,80,88,0,0,1,8,80,37,38,38,16,,,,
dmist,valvalis_slot,D.Mist,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
dmist,wyvern_slot,D.Mist,99,25000,64300,0,12,90,160,0,0,5,10,50,52,43,46,8,,,,
elements,antlion_slot,Elements,2,549,586,400,2,85,11,0,0,2,2,60,8,5,5,1,scriptHP (Milon-Z): 386,scriptHP (Rubicant): 106,,
elements,antlion_slot,Elements,2,452,915,400,2,85,11,0,0,1,0,0,5,5,5,1,scriptHP (Kainazzo): 260,,,
elements,asura_slot,Elements,63,12606,7805,0,10,99,134,0,0,0,8,80,37,66,66,69,scriptHP (Milon-Z): 8847,scriptHP (Rubicant): 2433,,
elements,asura_slot,Elements,63,10395,12196,0,10,99,138,0,0,0,3,80,28,66,66,143,scriptHP (Kainazzo): 5972,,,
elements,bahamut_slot,Elements,47,20279,13659,0,13,99,174,0,0,1,1,60,8,27,27,17,scriptHP (Milon-Z): 14231,scriptHP (Rubicant): 3914,,
elements,bahamut_slot,Elements,47,16722,21342,0,13,99,174,0,0,1,0,0,5,27,27,36,scriptHP (Kainazzo): 9607,,,
elements,baigan_slot,Elements,9,2302,1881,1500,4,99,52,0,0,0,3,60,11,8,8,9,scriptHP (Milon-Z): 1616,scriptHP (Rubicant): 445,,
elements,baigan_slot,Elements,9,1899,2940,1500,4,99,54,0,0,0,0,0,5,8,8,19,scriptHP (Kainazzo): 1091,,,
elements,calbrena_slot,Elements,47,4672,8196,4000,7,99,96,1,80,2,6,60,25,11,11,41,scriptHP (Milon-Z): 3279,scriptHP (Rubicant): 902,,
elements,calbrena_slot,Elements,47,3853,12805,4000,7,99,98,1,90,1,1,75,19,11,11,85,scriptHP (Kainazzo): 2214,,,
elements,cpu_slot,Elements,48,13154,58537,5167,13,99,174,4,45,4,8,50,38,38,38,127,scriptHP (Milon-Z): 9231,scriptHP (Rubicant): 2539,,
elements,cpu_slot,Elements,48,10847,91464,5167,13,99,174,2,55,3,3,80,28,38,38,255,scriptHP (Kainazzo): 6232,,,
elements,darkelf_slot,Elements,19,2741,2732,4500,4,99,54,0,0,3,99,99,254,11,11,15,scriptHP (Milon-Z): 1924,scriptHP (Rubicant): 529,,
elements,darkelf_slot,Elements,19,2260,4269,4500,4,99,54,0,0,2,13,99,174,11,11,31,scriptHP (Kainazzo): 1299,,,
elements,darkimp_slot,Elements,16,328,2272,68,5,70,56,0,0,0,0,0,0,18,21,4,scriptHP (Milon-Z): 231,scriptHP (Rubicant): 64,,
elements,darkimp_slot,Elements,16,270,3549,68,5,70,58,0,0,0,0,0,0,18,21,7,scriptHP (Kainazzo): 156,,,
elements,dlunar_slot,Elements,99,23020,39025,0,11,85,144,3,30,4,10,80,54,30,30,36,scriptHP (Milon-Z): 16155,scriptHP (Rubicant): 4443,,
elements,dlunar_slot,Elements,99,18981,60976,0,11,95,148,2,35,3,4,70,40,30,30,75,scriptHP (Kainazzo): 10904,,,
elements,dmist_slot,Elements,10,255,274,100,2,90,16,0,0,5,7,80,31,5,5,10,scriptHP (Milon-Z): 179,scriptHP (Rubicant): 50,,
elements,dmist_slot,Elements,10,211,427,100,2,90,16,0,0,3,6,40,24,5,5,21,scriptHP (Kainazzo): 122,,,
elements,elements_slot,Elements,79,57001,40000,10000,10,80,128,2,35,3,3,60,4,89,89,15,scriptHP (Milon-Z): 40001,scriptHP (Rubicant): 11001,,
elements,elements_slot,Elements,79,47000,62500,10000,10,90,132,1,45,2,0,0,3,89,89,31,scriptHP (Kainazzo): 27001,,,
elements,evilwall_slot,Elements,37,10414,8976,4000,6,90,84,1,35,2,7,80,29,66,66,79,scriptHP (Milon-Z): 7309,scriptHP (Rubicant): 2010,,
elements,evilwall_slot,Elements,37,8587,14025,4000,6,99,86,1,45,2,1,80,21,66,66,164,scriptHP (Kainazzo): 4933,,,
elements,fabulgauntlet_slot,Elements,15,1031,2182,713,3,90,36,2,20,2,3,60,11,6,9,3,scriptHP (Milon-Z): 724,scriptHP (Rubicant): 199,,
elements,fabulgauntlet_slot,Elements,15,850,3409,713,3,90,38,1,25,2,0,0,5,6,9,6,scriptHP (Kainazzo): 489,,,
elements,golbez_slot,Elements,31,1646,7805,5500,5,99,68,0,0,0,0,0,0,27,27,1,scriptHP (Milon-Z): 1156,scriptHP (Rubicant): 318,,
elements,golbez_slot,Elements,31,1357,12196,5500,5,99,70,0,0,0,0,0,0,27,27,3,scriptHP (Kainazzo): 780,,,
elements,guard_slot,Elements,18,220,562,500,3,99,46,1,90,1,3,40,14,11,14,26,scriptHP (Milon-Z): 155,scriptHP (Rubicant): 43,,
elements,guard_slot,Elements,18,181,879,500,3,99,46,1,90,1,0,0,5,11,14,54,scriptHP (Kainazzo): 104,,,
elements,kainazzo_slot,Elements,16,2193,2147,2000,3,99,44,2,50,2,10,50,48,15,15,29,scriptHP (Milon-Z): 1539,scriptHP (Rubicant): 424,,
elements,kainazzo_slot,Elements,16,1808,3354,2000,3,99,46,1,65,2,3,90,36,15,15,60,scriptHP (Kainazzo): 1039,,,
elements,karate_slot,Elements,31,2193,0,0,6,99,86,0,0,0,0,0,0,4,7,6,scriptHP (Milon-Z): 1539,scriptHP (Rubicant): 424,,
elements,karate_slot,Elements,31,1808,0,0,6,99,86,0,0,0,0,0,0,4,7,13,scriptHP (Kainazzo): 1039,,,
elements,kingqueen_slot,Elements,15,3289,0,0,9,85,116,0,0,0,0,0,0,53,53,3,scriptHP (Milon-Z): 2309,scriptHP (Rubicant): 635,,
elements,kingqueen_slot,Elements,15,2712,0,0,9,95,120,0,0,0,0,0,0,53,53,6,scriptHP (Kainazzo): 1558,,,
elements,leviatan_slot,Elements,79,19183,10927,0,13,99,174,0,0,5,10,80,47,53,53,34,scriptHP (Milon-Z): 13462,scriptHP (Rubicant): 3702,,
elements,leviatan_slot,Elements,79,15818,17074,0,13,99,174,0,0,3,3,85,34,53,53,71,scriptHP (Kainazzo): 9087,,,
elements,lugae_slot,Elements,25,10383,10155,5500,6,99,86,1,50,1,0,0,0,27,27,7,scriptHP (Milon-Z): 7287,scriptHP (Rubicant): 2004,,
elements,lugae_slot,Elements,25,8561,15866,5500,6,99,86,1,60,1,0,0,0,27,27,15,scriptHP (Kainazzo): 4919,,,
elements,magus_slot,Elements,16,4933,3513,4500,5,80,60,1,45,2,3,60,11,7,7,11,scriptHP (Milon-Z): 3462,scriptHP (Rubicant): 952,,
elements,magus_slot,Elements,16,4068,5488,4500,5,80,62,1,60,1,0,0,5,7,7,23,scriptHP (Kainazzo): 2337,,,
elements,milon_slot,Elements,15,1524,1483,1650,1,75,19,1,35,2,0,0,0,8,8,14,scriptHP (Milon-Z): 1070,scriptHP (Rubicant): 295,,
elements,milon_slot,Elements,15,1257,2318,1650,1,80,20,1,45,2,0,0,0,8,8,29,scriptHP (Kainazzo): 723,,,
elements,milonz_slot,Elements,15,1645,1561,1500,3,99,44,1,60,1,6,40,22,9,9,32,scriptHP (Milon-Z): 1155,scriptHP (Rubicant): 318,,
elements,milonz_slot,Elements,15,1356,2440,1500,3,99,46,1,70,1,4,40,16,9,9,65,scriptHP (Kainazzo): 779,,,
elements,mirrorcecil_slot,Elements,17,549,0,0,3,99,46,0,0,0,3,60,11,5,5,4,scriptHP (Milon-Z): 386,scriptHP (Rubicant): 106,,
elements,mirrorcecil_slot,Elements,17,452,0,0,3,99,46,0,0,0,0,0,5,5,5,7,scriptHP (Kainazzo): 260,,,
elements,mombomb_slot,Elements,15,686,1702,878,3,80,30,0,0,0,1,40,9,7,7,5,scriptHP (Milon-Z): 482,scriptHP (Rubicant): 133,,
elements,mombomb_slot,Elements,15,565,2659,878,3,85,32,0,0,0,0,0,5,7,7,11,scriptHP (Kainazzo): 325,,,
elements,octomamm_slot,Elements,10,1288,469,250,2,99,22,0,0,0,6,60,25,31,31,2,scriptHP (Milon-Z): 904,scriptHP (Rubicant): 249,,
elements,octomamm_slot,Elements,10,1063,732,250,2,99,22,0,0,0,1,75,19,31,31,4,scriptHP (Kainazzo): 611,,,
elements,odin_slot,Elements,53,11236,7025,0,9,85,116,2,90,3,7,50,32,43,46,95,scriptHP (Milon-Z): 7885,scriptHP (Rubicant): 2169,,
elements,odin_slot,Elements,53,9265,10976,0,9,95,120,1,80,2,6,40,24,43,46,197,scriptHP (Kainazzo): 5323,,,
elements,officer_slot,Elements,11,166,344,123,3,75,26,1,65,2,2,60,12,2,4,3,scriptHP (Milon-Z): 117,scriptHP (Rubicant): 33,,
elements,officer_slot,Elements,11,137,537,123,3,80,28,1,90,1,0,0,5,2,4,5,scriptHP (Kainazzo): 79,,,
elements,ogopogo_slot,Elements,62,20279,23844,0,11,99,150,4,55,4,9,50,40,38,38,127,scriptHP (Milon-Z): 14231,scriptHP (Rubicant): 3914,,
elements,ogopogo_slot,Elements,62,16722,37257,0,11,99,152,2,70,3,3,80,30,38,38,255,scriptHP (Kainazzo): 9607,,,
elements,paledim_slot,Elements,98,14963,23025,0,11,85,144,5,40,5,10,50,48,40,43,32,scriptHP (Milon-Z): 10501,scriptHP (Rubicant): 2888,,
elements,paledim_slot,Elements,98,12338,35976,0,11,95,148,2,55,3,3,90,36,40,43,65,scriptHP (Kainazzo): 7088,,,
elements,plague_slot,Elements,96,15347,12176,275,11,90,146,4,50,5,7,50,32,29,32,19,scriptHP (Milon-Z): 10770,scriptHP (Rubicant): 2962,,
elements,plague_slot,Elements,96,12654,19025,275,11,99,150,2,70,3,6,40,24,29,32,38,scriptHP (Kainazzo): 7270,,,
elements,rubicant_slot,Elements,50,13812,9757,3500,7,80,88,1,90,1,8,80,37,38,38,16,scriptHP (Milon-Z): 9693,scriptHP (Rubicant): 2666,,
elements,rubicant_slot,Elements,50,11389,15244,3500,7,90,92,1,90,1,3,80,28,38,38,34,scriptHP (Kainazzo): 6543,,,
elements,valvalis_slot,Elements,36,3289,3708,2750,5,99,70,0,0,0,3,40,12,18,18,63,scriptHP (Milon-Z): 2309,scriptHP (Rubicant): 635,,
elements,valvalis_slot,Elements,36,2712,5793,2750,5,99,70,0,0,0,0,0,5,18,18,131,scriptHP (Kainazzo): 1558,,,
elements,wyvern_slot,Elements,99,13702,25093,0,12,90,160,4,80,5,10,50,52,43,46,8,scriptHP (Milon-Z): 9616,scriptHP (Rubicant): 2645,,
elements,wyvern_slot,Elements,99,11299,39208,0,12,99,164,2,90,3,4,70,40,43,46,17,scriptHP (Kainazzo): 6491,,,
evilwall,antlion_slot,EvilWall,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,5,,,,
evilwall,asura_slot,EvilWall,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
evilwall,bahamut_slot,EvilWall,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
evilwall,baigan_slot,EvilWall,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
evilwall,calbrena_slot,EvilWall,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,41,,,,
evilwall,cpu_slot,EvilWall,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,127,,,,
evilwall,darkelf_slot,EvilWall,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,16,,,,
evilwall,darkimp_slot,EvilWall,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,35,,,,
evilwall,dlunar_slot,EvilWall,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
evilwall,dmist_slot,EvilWall,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
evilwall,elements_slot,EvilWall,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,16,,,,
evilwall,evilwall_slot,EvilWall,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,79,,,,
evilwall,fabulgauntlet_slot,EvilWall,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,33,,,,
evilwall,golbez_slot,EvilWall,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
evilwall,guard_slot,EvilWall,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,26,,,,
evilwall,kainazzo_slot,EvilWall,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,29,,,,
evilwall,karate_slot,EvilWall,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,67,,,,
evilwall,kingqueen_slot,EvilWall,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,33,,,,
evilwall,leviatan_slot,EvilWall,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
evilwall,lugae_slot,EvilWall,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,7,,,,
evilwall,magus_slot,EvilWall,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,11,,,,
evilwall,milon_slot,EvilWall,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,14,,,,
evilwall,milonz_slot,EvilWall,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,31,,,,
evilwall,mirrorcecil_slot,EvilWall,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,37,,,,
evilwall,mombomb_slot,EvilWall,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
evilwall,octomamm_slot,EvilWall,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,22,,,,
evilwall,odin_slot,EvilWall,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,95,,,,
evilwall,officer_slot,EvilWall,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,24,,,,
evilwall,ogopogo_slot,EvilWall,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,127,,,,
evilwall,paledim_slot,EvilWall,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,31,,,,
evilwall,plague_slot,EvilWall,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,205,,,,
evilwall,rubicant_slot,EvilWall,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,16,,,,
evilwall,valvalis_slot,EvilWall,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
evilwall,wyvern_slot,EvilWall,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,8,,,,
fabulgauntlet,antlion_slot,General,2,171,164,88,2,85,11,0,0,2,2,60,8,5,5,,,,,
fabulgauntlet,antlion_slot,Fighter,2,35,111,57,2,60,8,0,0,2,0,0,3,1,2,,,,,
fabulgauntlet,antlion_slot,Weeper,2,54,43,23,2,90,3,0,0,2,1,60,8,5,5,20,,,,
fabulgauntlet,antlion_slot,Imp Cap.,2,20,51,29,2,90,3,0,0,0,1,30,5,4,4,,,,,
fabulgauntlet,antlion_slot,WaterHag,2,26,38,23,2,90,3,0,0,2,1,30,5,8,8,,,,,
fabulgauntlet,antlion_slot,Gargoyle,2,86,86,57,2,60,8,0,0,2,1,60,8,5,5,,,,,
fabulgauntlet,asura_slot,General,63,3915,2183,0,10,99,134,0,0,0,8,80,37,66,66,,,,,
fabulgauntlet,asura_slot,Fighter,51,796,1467,0,8,90,104,0,0,0,3,40,14,11,14,,,,,
fabulgauntlet,asura_slot,Weeper,38,1224,573,0,5,99,68,0,0,0,7,80,33,66,66,255,,,,
fabulgauntlet,asura_slot,Imp Cap.,38,453,680,0,4,99,54,0,0,0,6,60,23,43,46,,,,,
fabulgauntlet,asura_slot,WaterHag,34,588,501,0,5,99,68,0,0,0,6,60,23,111,111,,,,,
fabulgauntlet,asura_slot,Gargoyle,51,1958,1145,0,8,90,104,0,0,0,4,70,40,66,66,,,,,
fabulgauntlet,bahamut_slot,General,47,6298,3820,0,13,99,174,0,0,1,1,60,8,27,27,,,,,
fabulgauntlet,bahamut_slot,Fighter,38,1280,2568,0,10,99,136,0,0,1,0,0,3,3,6,,,,,
fabulgauntlet,bahamut_slot,Weeper,29,1969,1002,0,6,99,86,0,0,1,1,60,8,27,27,255,,,,
fabulgauntlet,bahamut_slot,Imp Cap.,29,729,1190,0,6,70,72,0,0,0,1,30,5,18,21,,,,,
fabulgauntlet,bahamut_slot,WaterHag,26,945,877,0,6,99,86,0,0,1,1,30,5,38,38,,,,,
fabulgauntlet,bahamut_slot,Gargoyle,38,3149,2004,0,10,99,136,0,0,1,1,60,8,27,27,,,,,
fabulgauntlet,baigan_slot,General,9,715,526,327,4,99,52,0,0,0,3,60,11,8,8,,,,,
fabulgauntlet,baigan_slot,Fighter,8,146,354,211,3,95,40,0,0,0,0,0,4,1,2,,,,,
fabulgauntlet,baigan_slot,Weeper,6,224,138,85,3,75,26,0,0,0,2,60,10,8,8,87,,,,
fabulgauntlet,baigan_slot,Imp Cap.,6,83,164,106,2,99,22,0,0,0,2,40,7,5,5,,,,,
fabulgauntlet,baigan_slot,WaterHag,5,108,121,85,3,75,26,0,0,0,2,40,7,11,11,,,,,
fabulgauntlet,baigan_slot,Gargoyle,8,358,276,211,3,95,40,0,0,0,2,60,12,8,8,,,,,
fabulgauntlet,calbrena_slot,General,47,1451,2292,871,7,99,96,1,80,2,6,60,25,11,11,,,,,
fabulgauntlet,calbrena_slot,Fighter,38,295,1541,562,6,80,76,0,0,2,0,0,5,1,2,,,,,
fabulgauntlet,calbrena_slot,Weeper,29,454,602,225,4,90,48,1,80,2,6,60,23,11,11,255,,,,
fabulgauntlet,calbrena_slot,Imp Cap.,29,168,714,281,3,95,40,0,0,0,4,40,16,8,8,,,,,
fabulgauntlet,calbrena_slot,WaterHag,26,218,526,225,4,90,48,1,80,2,4,40,16,18,18,,,,,
fabulgauntlet,calbrena_slot,Gargoyle,38,726,1203,562,6,80,76,1,80,2,3,80,28,11,11,,,,,
fabulgauntlet,cpu_slot,General,48,4086,16369,1124,13,99,174,4,45,4,8,50,38,38,38,,,,,
fabulgauntlet,cpu_slot,Fighter,39,830,11002,726,10,99,136,0,0,4,3,40,14,6,9,,,,,
fabulgauntlet,cpu_slot,Weeper,29,1277,4294,291,6,99,86,2,90,3,8,50,34,38,38,255,,,,
fabulgauntlet,cpu_slot,Imp Cap.,29,473,5099,363,6,70,72,0,0,0,6,40,24,26,29,,,,,
fabulgauntlet,cpu_slot,WaterHag,26,613,3757,291,6,99,86,2,90,3,6,40,24,65,65,,,,,
fabulgauntlet,cpu_slot,Gargoyle,39,2043,8587,726,10,99,136,2,90,3,4,70,42,38,38,,,,,
fabulgauntlet,darkelf_slot,General,19,852,764,979,4,99,54,0,0,3,99,99,254,11,11,,,,,
